Store,Arrival Time,Order Time,Pickup Time,Total Time
1501144,8:38:18 AM,19,45,87
1501144,8:38:40 AM,8,95,169
1501144,8:39:19 AM,78,39,167
1501144,8:39:42 AM,25,46,187
1501144,8:41:10 AM,61,49,146
1501144,8:42:59 AM,22,51,88
1501144,8:43:18 AM,124,142,297
1501144,8:46:48 AM,36,3,87
1501144,8:47:32 AM,40,180,251
1501144,8:48:13 AM,36,28,111
1501144,8:48:52 AM,40,53,223
1501144,8:52:00 AM,24,66,113
1501144,8:52:09 AM,40,20,124
1501144,8:52:31 AM,29,32,131
1501144,8:54:06 AM,16,63,102
1501144,8:54:50 AM,33,111,167
1501144,8:56:08 AM,22,6,96
1501144,8:57:11 AM,101,75,193
1501144,8:57:42 AM,16,114,277
1501144,9:02:58 AM,48,95,175
1501144,9:03:54 AM,39,2,132
1501144,9:03:54 AM,29,32,164
1501144,9:06:04 AM,29,150,311
1501144,9:07:15 AM,20,42,153
1501144,9:11:22 AM,48,67,140
1501144,9:12:06 AM,17,4,97
1501144,9:13:41 AM,17,147,237
1501144,9:17:11 AM,51,145,218
1501144,9:18:25 AM,30,28,172
1501144,9:21:18 AM,27,80,217
1501144,9:23:09 AM,16,14,94
1501144,9:23:10 AM,28,135,302
1501144,9:24:56 AM,34,40,218
1501144,9:29:13 AM,47,74,136
1501144,9:29:13 AM,68,43,330
1501144,9:31:01 AM,45,68,132
1501144,9:37:34 AM,36,98,145
1501144,9:37:48 AM,70,163,294
1501144,9:42:55 AM,62,97,167
1501144,9:46:39 AM,40,134,479
1501144,9:50:11 AM,45,79,135
1501144,9:51:16 AM,29,127,327
1501144,9:51:37 AM,49,88,392
1501144,10:00:34 AM,11,41,57
1501144,10:04:10 AM,47,92,157
1501144,10:04:59 AM,96,19,292
1501144,10:06:12 AM,26,143,200
1501144,10:09:27 AM,96,11,186
1501144,10:15:53 AM,23,140,172
1501144,10:19:24 AM,23,256,293
1501144,10:19:33 AM,28,150,374
1501144,10:21:19 AM,31,3,230
1501144,10:29:14 AM,43,144,199
1501144,10:38:36 AM,79,302,399
1501144,10:40:17 AM,49,30,328
1501144,10:43:26 AM,47,75,212
1501144,10:44:32 AM,54,49,196
1501144,10:49:13 AM,39,75,127
1501144,10:51:47 AM,75,121,216
1501144,10:52:20 AM,29,32,215
1501144,10:54:06 AM,47,70,190
1501144,10:54:06 AM,51,101,292
1501144,10:55:06 AM,60,57,288
1501144,11:05:06 AM,46,67,146
1501144,11:13:20 AM,50,175,262
1501144,11:15:05 AM,129,4,179
1501144,11:16:49 AM,76,74,255
1501144,11:18:01 AM,129,110,283
1501144,11:23:46 AM,58,143,391
1501144,11:24:41 AM,76,164,349
1501144,11:26:01 AM,55,121,377
1501144,11:26:35 AM,33,4,364
1501144,11:28:46 AM,35,17,249
1501144,11:31:39 AM,23,118,192
1501144,11:34:14 AM,29,127,196
1501144,11:36:50 AM,92,79,214
1501144,11:43:56 AM,39,68,263
1501144,11:48:23 AM,50,136,228
1501144,11:48:30 AM,118,291,512
1501144,11:52:08 AM,88,3,283
1501144,11:53:44 AM,52,51,247
1501144,11:53:59 AM,37,36,266
1501144,11:55:24 AM,53,75,256
1501144,12:04:02 PM,130,164,314
1501144,12:05:02 PM,30,87,339
1501144,12:05:30 PM,17,21,330
1501144,12:07:58 PM,47,164,360
1501144,12:08:09 PM,140,70,418
1501144,12:09:37 PM,24,4,334
1501144,12:11:41 PM,27,97,307
1501144,12:13:28 PM,54,63,260
1501144,12:13:50 PM,75,94,333
1501144,12:17:15 PM,18,59,185
1501144,12:18:54 PM,65,24,118
1501144,12:21:10 PM,44,75,150
1501144,12:23:17 PM,38,16,79
1501144,12:24:32 PM,55,54,133
1501144,12:31:16 PM,33,79,183
1501144,12:31:34 PM,55,70,154
1501144,12:32:07 PM,34,25,239
1501144,12:35:03 PM,32,53,192
1501144,12:35:43 PM,47,75,545
1501144,12:42:49 PM,36,56,197
1501144,12:44:20 PM,21,103,253
1501144,12:45:34 PM,60,141,489
1501144,12:50:39 PM,21,22,313
1501144,1:01:02 PM,19,34,62
1501144,1:03:50 PM,8,140,155
1501144,1:08:25 PM,41,37,243
1501144,1:16:08 PM,27,59,98
1501144,1:20:49 PM,45,111,169
1501144,1:21:13 PM,31,63,207
1501144,1:21:50 PM,41,76,246
1501144,1:22:09 PM,44,35,263
1501144,1:23:06 PM,100,125,331
1501144,1:23:40 PM,42,35,331
1501144,1:27:11 PM,24,41,159
1501144,1:28:25 PM,23,47,136
1501144,1:30:07 PM,4,99,131
1501144,1:36:04 PM,4,25,57
1501144,1:39:10 PM,40,79,170
1501144,1:45:25 PM,40,164,259
1501144,1:48:41 PM,40,208,297
1501144,1:56:39 PM,40,60,151
1501144,2:02:33 PM,73,212,412
1501144,2:05:09 PM,161,72,329
1501144,2:08:51 PM,161,112,473
1501144,2:13:30 PM,64,150,237
1501144,2:21:07 PM,19,143,269
1501144,2:21:13 PM,99,86,278
1501144,2:21:57 PM,5,172,512
1501144,2:22:37 PM,111,126,549
1501144,2:25:49 PM,30,65,369
1501144,2:33:31 PM,36,79,125
1501144,2:35:14 PM,66,74,149
1501144,2:39:23 PM,2,104,116
1501144,2:40:55 PM,25,83,146
1501144,2:41:42 PM,46,52,150
1501144,2:41:56 PM,50,195,329
1501144,2:53:30 PM,37,69,115
1501144,2:54:19 PM,33,201,266
1501144,2:58:37 PM,19,91,121
1501144,2:59:10 PM,36,96,185
1501144,3:06:34 PM,51,119,213
1501144,3:09:52 PM,50,84,159
1501144,3:16:50 PM,40,154,201
1501144,3:18:37 PM,24,72,166
1501144,3:19:20 PM,25,66,300
1501144,3:22:38 PM,21,161,357
1501144,3:23:33 PM,40,334,764
1501144,3:24:44 PM,54,2,1055
1501144,3:39:41 PM,125,340,945
1501144,3:42:36 PM,65,60,610
1501144,3:55:57 PM,38,273,320
1501144,3:57:01 PM,111,186,441
1501144,4:07:00 PM,72,134,220
1501144,4:22:11 PM,12,40,70
1501144,4:24:39 PM,32,59,118
1501144,4:29:23 PM,20,216,248
1501144,4:42:28 PM,17,125,162
1501144,4:42:31 PM,20,82,239
1501144,4:44:51 PM,74,50,191
1501144,4:47:57 PM,25,293,421
1501144,4:48:25 PM,74,76,220
1501144,4:49:26 PM,39,86,438
1501144,4:54:36 PM,60,64,301
1501144,4:57:10 PM,30,376,637
1501144,5:00:37 PM,23,2,303
1501144,5:01:24 PM,51,241,643
1501144,5:07:20 PM,27,85,465
1501144,5:12:44 PM,52,67,220
1501144,5:13:51 PM,47,2,219
1501144,5:16:01 PM,33,232,550
1501144,5:18:41 PM,55,117,389
1501144,5:19:58 PM,75,297,791
1501144,5:20:15 PM,25,29,535
1501144,5:23:15 PM,5,79,483
1501144,5:23:41 PM,5,219,622
1501144,5:27:53 PM,20,99,641
1501144,5:37:55 PM,,105,106
1501144,5:43:02 PM,80,118,209
1501144,5:48:48 PM,154,75,238
1501144,5:53:04 PM,154,89,252
1501144,6:00:54 PM,35,185,286
1501144,6:01:39 PM,19,121,197
1501144,6:07:50 PM,56,276,361
1501144,6:09:24 PM,72,3,269
1501144,6:09:37 PM,24,180,436
1501144,6:11:02 PM,55,212,561
1501144,6:22:53 PM,99,165,294
1501144,6:24:07 PM,14,23,241
1501144,6:29:27 PM,52,125,206
1501144,6:41:36 PM,38,183,243
1501144,6:41:57 PM,29,5,225
1501144,6:45:39 PM,29,18,238
1501144,6:49:06 PM,67,161,241
1501144,6:56:23 PM,53,169,273
1501144,7:03:48 PM,75,146,237
1501144,7:12:00 PM,32,110,188
1501144,7:19:49 PM,69,70,165
1501144,7:23:04 PM,69,64,157
1501144,7:48:37 PM,69,173,264
1501144,7:54:42 PM,69,161,254
1501144,8:09:37 PM,22,137,186
1501144,8:12:36 PM,21,411,446
1501144,8:15:39 PM,44,69,382
1501144,8:23:23 PM,48,158,221
1501144,8:26:08 PM,41,109,284
1501144,8:26:33 PM,40,7,267
1501144,8:27:13 PM,48,105,166
1501144,8:27:22 PM,39,40,258
1501144,8:31:23 PM,93,90,250
1501144,8:41:09 PM,72,153,232
1501144,8:42:13 PM,25,54,88
1501144,8:55:43 PM,20,199,236
1501144,8:59:43 PM,20,177,212
1501144,9:05:59 PM,34,53,106
1501144,9:12:02 PM,58,200,265
1501144,9:15:29 PM,15,65,125
1501144,9:16:41 PM,18,59,113
1501144,9:20:34 PM,20,200,243
1501144,9:21:32 PM,88,167,360
1501144,9:23:24 PM,103,131,378
1501144,9:29:54 PM,38,128,183
1501144,9:37:36 PM,13,313,621
1501144,9:37:58 PM,20,41,362
1501144,9:38:45 PM,52,73,420
1501144,9:39:58 PM,31,87,464
1501144,9:40:54 PM,26,33,397
1501144,9:48:31 PM,31,136,507
1501144,9:54:01 PM,96,113,239
1501144,9:54:07 PM,29,41,273
1501144,10:05:15 PM,33,502,967
1501144,10:11:41 PM,28,330,608
1501144,10:14:33 PM,49,1,295
1501144,10:19:48 PM,33,102,576
1501144,10:50:00 PM,157,467,652
1501144,10:54:38 PM,41,117,488
1501144,10:54:45 PM,177,16,496
1501144,11:01:04 PM,177,370,974
1501144,11:09:24 PM,24,130,205
1501144,11:21:43 PM,28,187,226
1501144,11:22:00 PM,34,103,309
1501144,11:42:57 PM,28,166,228
1501144,11:54:16 PM,175,177,366
1501144,11:57:27 PM,66,76,249
